date,Australia,Belgium,Canada,Switzerland,Germany,Denmark,Spain,Finland,France,UK,Ireland,Italy,Japan,S. Korea,Luxembourg,Netherlands,Norway,New Zealand,Sweden,US,S. Africa,Croatia,Israel,Slovenia,Colombia,Aggregate
2007-01-01,9.19,9.48,12.02,2.1,-2.58,9.48,6.96,5.87,7.85,10.04,13.86,5.64,-1.77,11.26,3.28,4.02,14.5,11.08,7.93,3.23,13.61,18.96,-5.36,20.9,14.93,4.69
2007-04-01,9.58,8.93,11.41,1.83,-2.69,4.67,5.66,5.76,6.65,10.1,10.54,5.34,-1.26,9.43,0.91,3.97,14.45,12.84,9.79,2.15,14.67,24.04,-2.93,18.34,15.57,4.16
2007-07-01,10.85,8.19,10.53,1.89,-1.87,2.59,5.18,5.33,5.55,9.81,4.47,5.13,-0.8,8.8,1.84,4.3,11.72,10.77,11.12,0.2,14.2,24.93,0.31,16.61,15.81,3.38
2007-10-01,13.1,7.5,9.92,1.74,-1.13,1.17,4.71,4.24,5.61,7.88,1.74,4.76,-0.59,5.17,1.94,4.13,9.2,7.65,10.67,-1.14,11.63,21.7,1.74,15.57,15.86,2.61
2008-01-01,12.64,6.46,8.36,1.6,1.05,-1.36,3.73,3.28,4.24,3.71,-2.24,4.53,-0.56,2.68,1.38,4.23,5.93,2.81,8.55,-2.24,6.88,10.9,4.47,11.16,15.66,1.62
2008-04-01,7.65,5.52,5.15,2.45,1.05,-1.73,1.98,2.09,2.45,-0.66,-5.37,3.57,-0.84,4.32,-0.25,3.18,2.94,-4.51,4.82,-4.74,-0.12,5.18,6.26,8.87,15.18,-0.27
2008-07-01,1.36,4.52,1.73,3.31,0.2,-4.76,0.39,-0.29,0.56,-7.48,-7.72,2.04,-1.9,4.95,-1.96,2.72,-0.31,-6.99,1.74,-6.82,-5.11,3.13,8.06,7.45,14.35,-2.35
2008-10-01,-4.14,2.87,-1.66,3.89,-0.2,-11.01,-3.26,-3.46,-3.91,-14.28,-11.69,0.16,-5.13,3.85,-2.68,1.63,-5.45,-9.32,-1.93,-7.43,-5.77,-1.02,10.23,-0.16,13.12,-4.45
2009-01-01,-5.6,0.98,-5.31,4.53,-0.92,-16.17,-7.05,-4.7,-7.71,-16.87,-16.47,-2.85,-7.95,1.52,-1.78,-0.2,-5.04,-9.54,-2.25,-5.96,-4.8,-1.79,9.94,-8.01,11.7,-5.31
2009-04-01,-0.66,-0.43,-4.92,4.61,-0.27,-16.58,-8.72,-2.98,-9.49,-14.83,-20.95,-4.16,-8.94,-0.5,0.3,-2.89,-1.93,-3.24,0.07,-6.07,-2.77,-6.82,11.71,-9.89,10.29,-5.43
2009-07-01,6.23,-0.34,-0.69,4.71,0.69,-12.93,-8.68,1.1,-8.1,-7.05,-22.37,-4.27,-6.87,-0.87,1.77,-5.34,2.76,1.05,1.65,-5.53,-0.23,-10.84,12.53,-13.47,9.12,-3.93
2009-10-01,12.95,0.56,4.72,5.17,1.33,-5.2,-6.5,6.6,-4.17,1.81,-19.71,-4.07,-4.1,0.7,2.99,-5.44,9.36,5.1,6.74,-5.36,1.64,-8.97,16.73,-8.47,8.18,-1.83
2010-01-01,17.21,2.34,9.65,4.93,1.26,1.48,-4.81,9.65,1.24,7.42,-16.21,-3.15,-0.1,2.61,4.13,-4.97,9.88,6.07,9.95,-7.31,3.66,-9.6,18.65,-1.66,7.5,-0.77
2010-04-01,14.97,3.86,9.78,4.71,1.22,3.59,-3.82,9.5,5.07,7.97,-12.71,-2.14,0.71,3.1,3.8,-2.24,8.82,3.36,8.6,-5.54,5.06,-4.57,17.73,0.98,7.07,0.45
2010-07-01,9.49,4.45,6.1,4.65,1.23,2.9,-3.49,7.71,6.34,5.54,-11.54,-0.8,0.75,2.18,4.88,-0.79,6.3,0.51,6.59,-1.92,4.67,-3.48,15.35,1.37,6.86,1.35
2010-10-01,4.61,4.93,3.42,4.39,0.91,2.91,-3.55,5.41,7.31,1.46,-14.14,0.45,0.77,1.63,5.32,-1.09,6.17,-1.63,5.08,-1.89,3.39,-3.68,13.48,-0.15,6.99,0.87
2011-01-01,0.1,4.64,2.46,4.3,2.48,0.79,-4.83,3.97,6.76,-0.81,-15.53,2.26,0.3,2.83,4.28,-1.45,7.18,-1.53,3.3,-3.48,2.31,-1.98,13.28,4.03,7.28,0.3
2011-04-01,-2.7,4.39,3.13,4.22,2.7,-0.88,-5.39,3.09,6.82,-1.78,-17.36,2.43,-0.04,4.7,4.15,-1.99,6.28,-0.16,1.76,-4.33,2.56,-1.84,12.26,3.18,7.83,-0.03
2011-07-01,-3.43,4.04,4.72,3.92,2.76,-4.15,-5.79,2.26,5.96,-2.03,-20.47,1.07,-0.19,6.17,3.67,-2.83,7.33,1.95,0.76,-4.55,3.56,-0.05,9.49,2.11,8.44,-0.18
2011-10-01,-4.51,3.52,5.23,3.85,3.26,-7.08,-7.03,1.32,3.61,-1.23,-21.71,-0.06,-0.74,6.77,2.24,-3.48,6.88,2.29,-2.86,-3.38,4.25,-0.09,5.23,1.36,8.91,-0.1
2012-01-01,-3.45,3.28,5.13,3.9,2.65,-5.65,-7.53,1.13,1.81,-0.44,-21.53,-1.49,-0.92,5.61,-1.04,-4.18,5.36,3.15,-3.6,-1.66,4.62,0.03,2.2,-7.33,9.35,0.05
2012-04-01,-1.88,2.58,5.06,3.54,2.97,-5.72,-8.7,1.06,-0.18,0.58,-18.16,-2.87,-1.25,3.51,-0.64,-5.74,5.56,3.92,-2.92,-0.32,4.69,-1.79,1.11,-5.9,9.64,0.25
2012-07-01,-0.2,1.9,4.4,3.58,4.06,-2.55,-9.9,1.6,-1.68,0.5,-11.19,-4.47,-1.22,1.86,-2.07,-9.01,6.16,4.45,-1.18,0.24,5.07,-2.82,2.56,-6.16,9.81,0.29
2012-10-01,2.57,1.3,3.76,3.73,4.45,0.71,-10.59,2.14,-2.06,0.94,-4.85,-5.66,-0.63,0.3,-1.65,-7.88,5.77,6.23,2.07,0.57,5.57,-5.73,6.78,-9.24,9.91,0.56
2013-01-01,3.35,0.79,3.15,4.05,4.19,1.88,-8.41,1.74,-2.01,1.32,-3.35,-6.81,-0.02,-0.45,6.43,-9,5.53,7.44,2.62,2.17,5.88,-6.5,9.25,-4.39,9.79,1.25
2013-04-01,5.15,0.42,2.86,4.62,4.02,3.24,-6.63,1.58,-2.28,1.57,-1.23,-7.04,0.78,-0.79,6.48,-9.08,5.46,8.54,2.99,4.13,6.05,-4.51,8.98,-4.73,9.38,2.08
2013-07-01,7.97,0.18,3.48,4.51,3.14,2.67,-4.64,1.13,-2.37,2.85,3.36,-6.12,1.29,-0.6,8.32,-4.64,3.05,9.67,2.99,4.38,6.2,-4.23,9.07,-8,8.8,2.52
2013-10-01,9.95,-0.32,4.32,3.86,2.5,2.78,-4.27,0.69,-1.91,4.36,5.54,-5.66,1.25,0.11,9.83,-4.32,1.45,8.68,3.81,4.42,6.89,-2.05,7.49,-4.48,8.19,2.79
2014-01-01,10.4,-0.66,4.96,2.62,2.7,2.64,-3.83,0.03,-1.85,6.23,9.91,-5.24,1.16,0.79,5.91,-1.48,0.9,7.5,5.36,4.77,7.7,-0.71,7.34,-6.86,7.76,3.23
2014-04-01,10.08,-0.34,5.28,1.76,2.88,3.36,-2.97,-0.57,-1.35,7.85,15.08,-5,0.56,1.39,6.37,1.21,1.65,6.14,6.45,5.13,7.84,-0.35,7.47,-10.33,7.52,3.62
2014-07-01,8.82,-0.13,5.32,1.31,3.16,3.6,-2.64,-1.03,-1.46,8.57,16.77,-5.02,-0.18,1.76,6.53,1.72,3.57,4.69,7.92,5.02,7.43,-2.14,5.1,-5.5,7.51,3.61
2014-10-01,6.76,0.72,5.27,1.21,3.27,3.48,-0.27,-1.25,-2.54,8.16,16.8,-4.94,-0.43,2.09,5.05,2.1,5.49,6.76,8.21,5.03,6.55,-1.92,4.79,-4.49,7.68,3.58
2015-01-01,7.25,0.54,4.93,1.82,3.81,5.84,-0.07,-1.24,-2.49,6.53,15.84,-5.15,-0.06,2.23,7.24,2.39,5.78,8.69,8.77,5.18,6,-0.83,3.99,-1.39,8.09,3.54
2015-04-01,10.01,0.79,5.2,2.01,4.21,5.88,1.23,-1.16,-2.67,5.15,12.86,-4.43,0.21,2.91,6.02,2.48,5.13,11.19,9.95,4.95,6.08,-3.46,4.75,3.52,8.71,3.72
2015-07-01,10.8,1.14,5.86,1.99,4.59,5.89,1.36,-0.73,-1.87,5.22,8.17,-2.77,0.62,3.87,3.47,2.89,4.93,13.97,10.5,5.02,6.04,-1.5,6.61,1.02,9.34,4.12
2015-10-01,8.86,0.89,6.47,1.9,5.46,6.1,1.83,-0.3,-0.49,6.26,7.02,-1.39,0.42,4.23,2.96,3.48,3.11,11.56,11.62,5.06,6.02,0.11,7.35,0.05,9.9,4.42
2016-01-01,7.14,1.61,7.77,1.52,6.09,4.39,2.31,-0.02,0.29,7.64,7.28,0.41,0.57,3.99,3.03,3.98,4.1,12.14,9.98,4.95,6.05,0.6,7.26,0.83,10.23,4.78
2016-04-01,4.54,1.93,10.85,1.36,6.83,3.17,1.94,0.37,0.61,7.72,5.59,0.99,0.8,2.96,3.06,4.3,4.22,13.94,8.57,5.16,5.83,1.89,7.09,0.45,10.17,4.99
2016-07-01,4.01,2.39,12.75,1.44,7.66,4.18,1.61,0.55,1.27,6.5,7.26,0.4,0.74,2.02,7.47,5.47,5.38,13.18,8.09,5.42,5.28,2.91,7.86,4.86,9.74,5.16
2016-10-01,8.49,2.98,13.29,1.67,7.72,3.47,1.47,0.82,1.5,5.24,8.12,-0,1,1.48,6.76,5.88,7.33,13.4,6.28,5.43,4.71,1.77,6.58,6.66,9,5.26
2017-01-01,10.89,3.54,15.29,2.08,6.98,3.42,2.25,1.58,2.37,4.32,8.83,-0.72,1.14,1.26,5.14,6.54,7.2,11.3,7.78,5.39,4.44,0.76,5.07,5.71,8.14,5.32
2017-04-01,10.53,3.28,14.99,2.23,6.28,4.33,1.58,1.68,3.05,4.39,10.32,-1.08,0.85,1.22,7.67,7.4,5.37,6.29,8.81,5.87,4.15,4.76,4.6,8.01,7.52,5.4
2017-07-01,8.91,3.2,8.25,2.3,6.03,4.11,2.63,1.43,3.26,4.59,11.05,-1.27,0.85,1.46,5.05,7.25,2.87,3.73,7.8,5.71,4.07,4.16,3.65,7.61,7.14,4.83
2017-10-01,5.41,3,5.89,2.21,6.27,3.93,3.06,1.16,3.2,4.58,10.85,-1.15,0.58,1.25,8.42,7.93,2.12,3.91,7.19,5.76,3.85,8,2.04,9.51,6.92,4.56
2018-01-01,2.22,2.76,2.19,1.79,6.4,4.73,2.65,0.51,2.99,4.11,11.5,-0.49,0.52,1.59,5.68,8.65,0.41,3.69,4.26,6.36,3.41,8.49,0.35,9.79,6.75,4.35
2018-04-01,-0.27,2.87,-1.88,1.42,6.49,3.97,3.72,0.78,2.77,3.1,11.42,-0.31,0.59,1.96,5.74,8.49,2.43,3.53,0.13,6.01,3.59,4.87,-0.33,9.39,6.57,3.82
2018-07-01,-1.95,2.61,0.9,1.1,6.56,3.2,3.2,0.66,2.89,2.8,8.45,-0.55,0.68,2.05,9.34,8.84,2.68,2.97,-1.53,5.68,3.94,7.26,-1.84,9.4,6.33,3.75
2018-10-01,-5.69,2.89,1.19,0.42,6.26,3.23,3.78,0.85,3.19,2.39,6.88,-0.47,0.95,3.15,6.36,8.56,1.39,2.75,-1.67,5.25,3.99,4.89,-1.49,8.75,6.1,3.49
2019-01-01,-8.02,3.39,0.24,0.18,5.99,2.24,4.31,1.12,2.9,1.41,4.25,-0.19,0.93,2.64,13.69,7.6,2.7,1.79,-0.49,4.84,3.56,6.87,0.82,8.06,5.86,3.16
2019-04-01,-8.07,3.71,0.48,0.29,6.13,2.47,3.04,0.88,3.06,1,2.6,-0.01,0.6,1.82,10.29,6.96,1.8,1.48,1.9,4.6,3.4,10.17,1.2,5.59,5.54,3.01
2019-07-01,-3.95,4.23,1.88,0.59,6.07,3.37,2.97,0.58,3.08,0.73,1.68,-0.24,0.13,1.11,7.55,6.08,2.44,2.78,3.4,4.6,3.62,7.73,1.94,8.18,5.25,3.19
2019-10-01,2.75,4.32,3.19,1.01,6.41,3.58,2.08,-0.03,3.72,0.86,1.08,0.65,-0.45,0.03,11.99,6,2.6,4.48,3.86,5.1,3.28,9.91,3.51,5.04,4.9,3.71
2020-01-01,7.82,3.55,5.77,1.17,6.73,2.46,0.24,0.26,4.87,2.19,1.33,2.8,-0.98,1.1,12.08,6.43,1.08,6.84,4.69,5.01,1.88,10.02,3.42,5.32,4.53,4.24
2020-04-01,6.38,3.33,5.62,1.46,6.48,1.44,-1.66,0.01,5.68,1.9,0.58,3.94,-0.92,2.38,13.58,7.27,2.17,8.2,5.59,3.96,0.91,6.83,2.15,5.39,4.2,3.85
